Age,State,Posts,Views,Duration,Authors,AuthorExperience,DeletedPosts,Forum,AuthorBanned
1861,open,46,1922,2,17,1309,0,Discussion,not banned
2754,open,5,10464,1,4,73,0,Science,not banned
2813,open,3,626,27,2,411,0,Science,not banned
3909,open,26,2979,198,14,182,0,Science,not banned
2052,open,4,528,7,4,1132,0,Math,not banned
2011,open,16,857,14,6,1533,0,Discussion,not banned
3105,open,6,653,0,3,225,0,Science,not banned
2542,open,5,39,4,3,1459,0,Misc,not banned
3709,open,57,4074,54,8,45,1,Science,not banned
1866,open,3,660,0,2,97,0,Math,not banned
2030,open,4,481,86,5,124,1,Science,not banned
1787,open,58,9217,216,31,1,0,Science,not banned
3839,open,4,632,0,4,1,0,Homework,not banned
2576,open,2,352,1,2,16,0,Discussion,banned
3069,open,33,2269,39,9,475,0,Science,not banned
1279,open,2,625,0,3,125,1,Science,not banned
988,open,10,458,1,2,19,0,Math,not banned
255,open,10,496,9,6,186,0,Science,not banned
3619,open,10,751,0,5,11,0,Science,not banned
3919,open,5,2212,29,4,166,0,Science,not banned
3748,open,7,1367,3,4,9,0,Math,not banned
3957,open,2,455,1,2,6,0,Science,not banned
2872,open,3,1658,17,3,73,0,Math,not banned
3269,open,12,351,22,6,76,0,Misc,not banned
4333,open,4,621,0,3,18,0,Discussion,not banned
1804,open,3,324,14,3,1315,0,Discussion,not banned
3215,open,5,1402,53,4,288,0,Science,not banned
1717,closed,15,2738,2,12,2284,0,Misc,not banned
196,open,4,156,12,4,270,0,Homework,not banned
3484,open,13,1172,1,5,4,0,Science,not banned
2974,open,5,536,18,4,143,0,Science,not banned
2081,closed,2,645,0,2,0,0,Medicine,not banned
2270,open,17,567,1,10,1039,0,Discussion,not banned
1701,open,4,600,1,4,188,0,Science,not banned
3794,open,20,1706,10,8,12,0,Science,not banned
1217,open,5,1292,62,4,0,0,Misc,not banned
3831,open,33,1722,6,13,157,0,Discussion,not banned
2596,open,35,2933,723,24,948,0,Science,not banned
1415,open,13,2401,8,6,4,0,Science,not banned
615,closed,5,454,3,4,92,0,Discussion,banned
1864,open,4,359,0,3,1680,0,Discussion,not banned
4215,open,14,735,2,10,334,0,Discussion,not banned
1885,open,7,1496,8,6,1801,1,Science,not banned
1083,open,2,610,0,2,2679,0,Misc,not banned
1917,open,2,367,1,2,0,0,Science,not banned
572,open,2,189,0,2,0,0,Science,not banned
1790,open,18,2431,73,8,314,1,Science,not banned
1699,open,8,1794,299,6,2314,0,Science,not banned
1281,open,3,839,27,3,0,0,Science,not banned
3694,open,8,787,1,4,38,0,Homework,not banned
3236,open,23,1653,28,13,150,0,Medicine,not banned
3366,open,8,437,1,7,77,0,Misc,not banned
406,open,8,860,77,7,519,0,Discussion,not banned
3515,open,24,856,4,9,0,0,Discussion,not banned
1639,open,22,1493,16,12,1078,0,Science,not banned
659,open,13,3511,95,7,3158,0,Discussion,not banned
2935,open,3,571,1,2,109,0,Science,not banned
3520,open,7,237,1,6,356,0,Misc,not banned
937,closed,2,617,0,2,0,0,Misc,not banned
3014,open,21,3146,12,11,987,1,Misc,not banned
3732,open,9,1003,41,6,60,0,Science,not banned
3698,open,8,295,0,5,57,0,Misc,not banned
246,open,33,769,21,7,1251,0,Speculation,not banned
1479,open,5,612,1,3,152,0,Medicine,not banned
958,open,2,412,0,2,13,0,Homework,not banned
3364,open,14,429,4,12,0,0,Misc,not banned
654,open,8,411,0,4,0,0,Math,not banned
1126,open,16,881,1078,6,1174,0,Discussion,not banned
3989,open,22,1520,11,13,5,0,Discussion,not banned
866,open,2,368,1,2,2386,0,Science,not banned
2008,open,2,1495,198,2,3,0,Misc,not banned
2463,open,24,1450,4,9,139,0,Science,not banned
1746,open,2,481,0,2,148,0,Misc,not banned
3265,open,15,743,10,8,26,0,Math,banned
3033,open,11,12,2,6,751,0,Misc,not banned
263,open,3,320,0,2,0,0,Science,not banned
2701,open,2,415,1,2,52,0,Science,not banned
3695,open,27,1657,5,6,347,0,Math,not banned
1813,open,8,3196,1,6,65,0,Misc,not banned
1287,open,12,1675,45,6,1832,1,Math,not banned
1395,open,15,2854,14,10,653,0,Math,not banned
695,open,3,400,16,2,0,0,Misc,not banned
383,open,2,277,0,2,0,0,Homework,not banned
454,open,2,464,0,2,0,0,Medicine,not banned
408,open,3,226,2,3,0,0,Homework,not banned
4017,open,8,1139,17,6,2,0,Science,not banned
3725,open,26,1819,1108,21,0,1,Speculation,not banned
3582,open,5,599,1,5,168,0,Discussion,not banned
3440,open,3,636,0,2,36,0,Homework,not banned
829,open,8,595,1,5,0,0,Science,not banned
3759,closed,26,8937,1536,8,9,0,Science,not banned
700,open,5,532,66,5,3313,0,Science,not banned
1381,open,8,850,30,4,2436,0,Discussion,not banned
326,open,4,195,0,3,0,0,Homework,not banned
1600,open,7,1130,1,4,1117,0,Science,not banned
2608,open,2,306,0,2,5,0,Homework,not banned
3293,open,50,3879,6,22,121,0,Science,not banned
3703,open,28,2441,149,15,89,0,Science,not banned
2012,open,48,2283,33,17,0,0,Science,not banned
1147,open,26,1436,6,14,0,0,Speculation,not banned
1027,open,15,9529,28,8,0,1,Homework,not banned
3724,open,6,1388,10,4,8,0,Medicine,not banned
2976,open,23,2535,1665,10,568,0,Speculation,not banned
225,open,2,147,0,2,43,0,Science,not banned
3194,open,8,744,19,6,4,0,Science,not banned
1123,open,6,275,1,4,37,0,Science,banned
2153,open,33,2483,7,17,13,0,Math,not banned
4033,open,6,2455,1,4,58,0,Science,not banned
2931,open,3,1229,638,3,1123,0,Medicine,not banned
1677,open,7,506,1,5,8,0,Science,not banned
644,open,7,954,18,6,0,0,Science,not banned
3696,open,9,571,2,4,108,0,Discussion,not banned
1128,open,4,243,1,2,0,0,Homework,not banned
4259,open,2,801,0,1,70,0,Science,not banned
3683,open,12,971,0,3,4,0,Math,not banned
1561,open,93,6372,21,12,2189,0,Discussion,not banned
2297,open,3,430,0,3,231,0,Science,not banned
0,open,2,10,0,2,10,0,Science,not banned
2397,open,3,743,4,3,0,0,Homework,not banned
2386,open,9,278,2,6,946,0,Discussion,not banned
1924,closed,2,490,0,2,112,0,Science,not banned
2960,open,5,639,0,4,1094,0,Medicine,not banned
3155,open,12,776,1,4,333,0,Science,not banned
3511,open,12,675,1,8,16,0,Discussion,not banned
3291,open,3,549,0,3,137,0,Science,not banned
281,open,10,233,0,5,518,0,Misc,not banned
3450,closed,102,4051,9,18,256,0,Science,not banned
1617,open,4,2391,4,2,40,0,Science,not banned
3773,open,51,6809,6,7,113,0,Science,not banned
2760,open,13,589,3,7,990,0,Discussion,not banned
1985,closed,3,578,1,2,1,0,Misc,banned
329,open,14,358,6,11,0,0,Discussion,not banned
3808,open,9,1069,88,8,390,0,Science,not banned
3730,closed,9,684,0,9,87,0,Science,not banned
3169,open,8,756,2,4,0,0,Science,not banned
3,open,22,284,1,13,9,0,Misc,not banned
1253,open,6,885,1,4,0,0,Science,not banned
1447,open,2,287,0,2,710,0,Science,not banned
2539,open,4,833,25,4,343,0,Science,not banned
2189,open,12,13904,18,9,783,0,Science,not banned
3446,open,5,612,1,5,1,0,Science,not banned
2817,open,8,420,1,6,933,1,Discussion,not banned
1969,open,3,388,1,2,838,0,Discussion,not banned
689,open,4,778,1,3,351,0,Math,not banned
3298,open,6,699,0,3,204,0,Science,not banned
1018,open,7,606,1,5,1311,0,Math,not banned
3293,open,13,2822,1,5,155,0,Science,not banned
3541,open,10,916,38,5,213,1,Science,not banned
554,open,3,334,2,2,1437,0,Science,not banned
3793,open,27,1321,3,15,31,0,Science,not banned
3813,open,4,470,0,3,120,0,Discussion,not banned
2541,open,16,739,55,9,178,0,Discussion,not banned
1257,open,2,913,0,2,0,0,Science,not banned
1801,open,13,847,9,5,266,0,Science,not banned
2566,open,36,1469,44,11,41,1,Science,not banned
2807,open,11,623,30,8,874,0,Science,not banned
2549,open,3,1169,12,2,0,0,Medicine,not banned
631,open,2,364,18,2,0,0,Homework,not banned
2211,open,2,481,0,2,2,0,Science,not banned
1381,open,4,983,3,4,1,0,Science,not banned
4326,open,5,1093,13,3,224,0,Discussion,not banned
2789,closed,32,1163,10,7,25,0,Discussion,not banned
425,open,2,250,2,2,0,0,Homework,not banned
62,open,21,518,31,7,1480,0,Misc,not banned
3113,open,3,451,0,2,170,0,Math,not banned
2761,open,6,2406,1,4,46,0,Science,not banned
29,open,3,128,2,2,620,0,Misc,not banned
814,open,4,323,2,2,0,0,Science,not banned
2295,open,5,463,0,4,292,0,Math,not banned
4165,open,43,1052,26,12,0,0,Misc,not banned
1471,open,3,391,13,3,0,0,Homework,not banned
521,open,5,2143,54,4,23,0,Homework,not banned
2766,open,14,611,0,9,778,0,Discussion,not banned
261,open,6,341,5,4,83,0,Math,not banned
3241,open,5,476,0,4,186,0,Science,not banned
1721,open,3,616,105,3,1,0,Science,not banned
2238,open,36,1598,2,11,1512,0,Discussion,not banned
1006,open,31,1105,14,7,3,0,Discussion,not banned
988,open,14,813,8,9,11,0,Speculation,banned
601,open,3,449,0,2,0,0,Homework,not banned
1507,open,33,2543,76,16,2310,0,Science,not banned
1415,open,7,1569,8,4,215,0,Science,not banned
3751,open,21,1651,3,8,27,0,Science,not banned
2558,open,3,644,1,3,249,0,Science,not banned
1944,open,53,2370,5,11,1600,0,Discussion,not banned
3915,open,35,2102,2,7,77,0,Misc,not banned
1985,open,5,518,5,4,0,1,Math,not banned
3788,open,9,894,4,6,16,0,Math,not banned
1045,open,4,772,0,3,7,0,Science,not banned
771,open,29,1149,2,11,3046,0,Discussion,not banned
1494,open,4,1855,0,2,0,0,Math,not banned
3000,open,104,3934,5,28,770,10,Discussion,not banned
2057,open,41,1878,40,30,0,0,Discussion,not banned
3274,open,26,25453,1160,8,0,0,Science,not banned
1770,open,5,364,2,5,0,0,Science,not banned
3212,open,13,421,1,8,676,0,Discussion,not banned
2193,open,3,3628,0,2,137,0,Speculation,not banned
435,open,5,395,0,3,883,0,Math,not banned
1592,open,3,392,1,3,834,0,Science,not banned
1393,open,6,1864,1,3,0,0,Homework,not banned
3871,open,81,3984,36,9,8,0,Homework,not banned
559,open,6,667,3,3,0,0,Science,not banned
1149,open,4,296,3,3,0,0,Homework,not banned
678,open,11,806,3,5,3139,0,Discussion,not banned
1690,open,7,2141,3,6,26,2,Math,not banned
2762,open,13,737,1,8,1787,0,Medicine,not banned
3354,open,5,434,1,4,203,0,Science,not banned
559,open,2,350,0,2,7,0,Homework,not banned
2486,open,5,405,1,4,9,0,Science,not banned
3308,open,10,788,1,6,496,0,Math,not banned
758,open,3,383,11,2,0,0,Homework,not banned
1366,open,3,2218,1,2,0,0,Misc,not banned
4361,open,30,2379,79,8,13,0,Science,not banned
889,open,27,1542,33,12,0,0,Science,not banned
579,open,11,714,382,8,41,0,Medicine,not banned
2814,open,3,374,0,3,0,0,Speculation,banned
2226,open,2,698,0,2,376,0,Math,not banned
618,open,2,253,0,2,307,0,Science,not banned
1910,open,2,446,2,2,3,0,Science,not banned
1198,open,2,427,0,2,2536,0,Discussion,not banned
1284,open,6,700,12,3,0,0,Science,not banned
939,open,4,697,10,4,0,0,Science,not banned
2564,open,2,405,0,2,318,0,Math,not banned
1094,open,8,510,3,7,90,0,Speculation,not banned
15,open,9,96,3,4,1085,0,Science,not banned
1684,open,49,2073,13,19,0,0,Speculation,banned
376,open,8,587,4,5,0,0,Science,not banned
3794,open,3,407,0,3,755,0,Discussion,not banned
3186,open,43,10997,993,14,1,0,Medicine,not banned
973,open,5,463,4,3,0,0,Homework,not banned
3372,open,10,1147,3,4,185,0,Science,not banned
2056,open,16,910,4,7,72,0,Medicine,not banned
36,open,8,270,2,4,2121,0,Science,not banned
1333,open,23,5059,6,7,8,1,Science,not banned
785,open,9,695,1,5,470,0,Science,not banned
2559,open,16,1039,2,8,1470,0,Discussion,not banned
2628,open,5,2146,0,4,1039,0,Science,not banned
362,open,4,435,1,4,0,0,Science,not banned
3421,open,18,620,2,6,329,0,Discussion,not banned
3121,open,103,3063,3,17,629,0,Discussion,not banned
3231,open,6,620,1,5,0,0,Science,not banned
3369,open,5,697,0,3,119,0,Science,not banned
2586,closed,20,1028,6,8,2,0,Math,not banned
3206,open,6,720,1,4,242,0,Science,not banned
1070,open,6,753,18,2,488,0,Science,not banned
1560,open,3,929,0,3,0,0,Science,not banned
2501,open,27,699,2,12,8,0,Discussion,not banned
1931,open,13,811,3,6,4,0,Speculation,not banned
2811,open,9,675,1,5,437,0,Science,not banned
520,open,21,1255,31,6,1084,0,Science,not banned
2943,open,12,610,32,9,32,0,Science,banned
1888,open,3,998,0,2,1798,0,Science,not banned
1757,open,3,384,1,2,213,0,Science,not banned
216,open,5,191,1,3,74,0,Homework,not banned
1162,open,9,445,5,5,772,0,Science,not banned
1397,open,8,649,1,4,0,0,Science,not banned
3203,open,5,686,15,5,78,1,Math,not banned
1064,open,7,905,9,5,46,0,Science,not banned
3036,open,6,606,1,5,310,0,Science,not banned
3451,open,16,321,26,12,179,0,Misc,not banned
3573,open,3,725,0,2,0,0,Science,not banned
965,open,2,379,18,2,175,0,Science,not banned
1688,closed,13,2277,1,8,2,0,Misc,banned
1682,open,5,1086,1,3,838,0,Science,not banned
1291,open,39,2086,8,10,273,0,Discussion,not banned
3362,open,6,845,101,8,0,2,Science,not banned
805,open,17,671,9,7,50,0,Science,not banned
3947,closed,12,745,25,7,0,0,Misc,not banned
600,closed,7,322,2,4,24,0,Discussion,not banned
203,open,3,183,2,3,0,0,Science,not banned
1156,open,5,637,1,5,0,0,Science,not banned
853,open,15,666,40,10,1645,1,Discussion,not banned
97,open,3,227,12,3,342,0,Science,not banned
1664,open,9,1010,50,6,2349,0,Math,not banned
2929,open,5,549,7,5,75,0,Science,not banned
1118,open,10,3473,154,6,0,0,Science,not banned
970,open,3,429,0,3,1528,0,Discussion,not banned
3394,open,8,804,11,3,467,0,Science,not banned
3565,open,6,7482,1,5,38,0,Misc,not banned
1902,open,18,2587,413,14,0,1,Misc,not banned
1054,open,4,1538,27,3,0,0,Math,not banned
3864,open,110,6007,627,35,685,0,Discussion,not banned
3336,open,2,1715,0,1,42,0,Science,not banned
3044,open,3,1196,114,3,664,0,Medicine,not banned
3913,open,3,844,4,2,275,0,Science,not banned
2681,open,3,2445,362,3,1035,0,Misc,not banned
3430,open,4,797,0,2,6,0,Science,not banned
2554,open,11,579,0,2,338,0,Science,not banned
1848,open,2,395,0,2,1478,0,Science,not banned
3212,open,57,5403,222,14,938,3,Misc,not banned
2096,open,4,617,1,3,1933,0,Science,not banned
2379,open,8,915,4,2,1169,0,Science,not banned
2482,open,9,946,6,5,98,0,Science,not banned
1860,open,3,530,21,3,1466,0,Science,not banned
1326,open,10,767,1,6,7,0,Discussion,not banned
177,open,3,25,0,3,0,0,Science,not banned
3994,open,10,982,3,6,97,0,Science,not banned
3293,open,5,395,0,5,19,0,Discussion,banned
3519,open,20,1662,9,4,421,0,Science,not banned
350,open,2,224,1,2,0,0,Homework,not banned
1178,open,2,429,5,2,0,0,Speculation,not banned
1401,open,9,690,0,5,878,0,Misc,not banned
75,open,15,323,2,10,2,0,Discussion,not banned
463,open,41,2033,21,17,202,0,Discussion,not banned
3352,open,23,1228,6,12,454,0,Discussion,not banned
714,open,5,489,0,2,0,0,Speculation,not banned
3098,closed,7,970,0,7,137,0,Misc,not banned
341,open,3,255,0,2,923,0,Discussion,not banned
3105,open,7,685,4,4,14,0,Science,not banned
3518,open,21,1141,2,9,98,0,Discussion,not banned
2413,open,3,433,6,3,1135,0,Speculation,not banned
2288,open,8,775,0,5,22,3,Science,not banned
3545,open,7,441,0,4,673,0,Science,not banned
853,open,10,842,4,7,0,0,Speculation,not banned
1376,open,10,1924,21,7,235,0,Science,not banned
3919,open,7,876,1,4,199,0,Misc,not banned
3691,closed,94,6359,111,19,31,3,Misc,not banned
2270,open,2,352,1,2,315,0,Homework,not banned
1603,closed,12,1064,2,6,49,0,Discussion,banned
3906,open,5,768,0,4,349,0,Misc,not banned
3517,open,8,958,1,5,444,0,Misc,not banned
2009,open,3,330,0,3,642,0,Discussion,not banned
1745,open,25,1795,12,12,906,1,Misc,not banned
1186,open,3,560,2,2,0,0,Discussion,not banned
3827,open,9,552,1,6,722,0,Discussion,not banned
1644,open,4,509,4,2,0,0,Science,not banned
620,closed,12,404,0,6,4,0,Speculation,not banned
2536,open,34,3016,2127,10,1557,0,Science,not banned
3157,open,13,816,2,5,704,0,Science,not banned
116,open,10,378,5,7,1225,0,Speculation,not banned
1630,open,22,2470,6,9,0,0,Medicine,not banned
1523,open,4,685,45,5,1725,1,Medicine,not banned
1985,open,5,1976,201,4,180,0,Science,not banned
34,open,6,118,0,5,693,0,Science,not banned
2118,closed,78,3513,13,20,1699,0,Science,not banned
1558,open,12,922,8,3,58,0,Science,banned
3074,open,8,908,1,5,730,0,Math,not banned
2046,open,11,2319,3,7,108,1,Science,not banned
654,open,3,536,11,3,1675,0,Medicine,not banned
748,open,4,1221,2,4,1260,1,Science,not banned
911,open,6,619,6,3,0,0,Science,not banned
252,open,6,153,1,5,397,0,Discussion,not banned
2954,open,3,502,0,2,176,0,Math,not banned
1612,open,13,1045,1,7,2138,0,Discussion,not banned
1584,open,2,248,0,2,128,0,Discussion,not banned
2662,open,2,30,0,2,1,0,Misc,not banned
2486,open,12,18854,1309,9,74,0,Science,not banned
2775,open,35,30706,990,18,278,2,Science,not banned
2102,open,4,5567,2,3,0,0,Science,not banned
1259,open,2,535,3,2,1959,0,Science,not banned
3490,open,2,531,0,2,4,0,Misc,not banned
1838,open,12,813,1,6,2175,0,Science,not banned
3324,open,5,612,1,3,160,0,Science,not banned
954,open,7,3684,107,3,287,0,Science,banned
611,open,17,611,9,9,98,0,Discussion,not banned
4075,open,2,689,0,2,64,0,Math,not banned
1134,open,6,678,10,3,0,0,Medicine,not banned
1016,open,5,729,4,4,0,0,Medicine,not banned
3337,open,98,1828,9,26,44,2,Misc,not banned
3333,open,4,576,52,2,777,0,Math,not banned
96,open,3,235,19,3,0,0,Science,not banned
3165,open,2,475,0,2,0,0,Science,not banned
85,open,11,419,8,5,0,0,Science,not banned
1120,open,2,230,1,2,1731,0,Discussion,banned
449,open,2,355,0,1,231,0,Misc,banned
1184,open,33,1909,4,9,0,0,Medicine,not banned
2524,open,3,579,0,3,0,0,Math,not banned
3131,open,135,2733,25,21,575,0,Misc,not banned
2969,open,34,3075,1530,4,591,0,Math,not banned
2215,open,2,529,0,2,3,0,Math,not banned
2213,open,14,836,0,8,1937,0,Science,not banned
1097,open,4,1170,0,4,1007,0,Science,not banned
4091,open,6,793,0,3,0,0,Science,not banned
502,open,11,707,5,9,995,0,Science,not banned
3395,open,3,426,0,2,17,0,Discussion,not banned
226,open,21,654,3,9,0,0,Science,not banned
616,open,7,549,4,6,253,0,Science,not banned
1867,open,8,817,14,5,1069,1,Science,not banned
3824,open,17,1034,1,7,0,0,Math,not banned
3781,open,12,845,1,9,182,0,Medicine,not banned
3685,open,13,949,73,7,39,0,Science,not banned
141,open,3,147,0,3,17,0,Science,not banned
2850,open,17,4593,1930,11,1300,2,Misc,not banned
2598,open,5,516,0,5,6,0,Science,not banned
1694,open,2,1331,9,2,211,0,Science,not banned
3637,open,38,2153,30,12,213,0,Science,not banned
2081,open,7,425,0,7,1098,0,Speculation,not banned
653,open,21,814,44,10,2517,0,Misc,not banned
1972,open,2,504,0,2,88,0,Science,not banned
758,open,126,6192,471,33,0,0,Discussion,not banned
1118,closed,9,904,1,7,22,0,Science,not banned
2055,open,3,1202,1,2,0,0,Math,not banned
2961,open,27,1140,2,14,745,0,Discussion,not banned
1445,open,3,734,22,3,659,0,Speculation,not banned
465,open,11,606,11,3,1639,0,Speculation,not banned
3606,open,6,909,46,4,0,0,Medicine,not banned
3531,open,2,417,1,1,13,0,Science,not banned
3606,open,2,580,33,2,24,0,Science,not banned
3465,open,10,953,8,7,156,0,Math,not banned
3627,open,44,1977,109,19,223,0,Discussion,not banned
1026,open,11,750,25,6,14,0,Discussion,banned
3437,open,5,613,1,4,45,0,Science,banned
330,closed,157,3235,33,23,2041,2,Discussion,not banned
764,open,3,492,0,2,0,0,Science,not banned
1303,open,18,1229,9,5,161,0,Speculation,not banned
2964,open,5,553,1,5,300,0,Math,not banned
3132,open,5,564,1,4,1009,0,Medicine,not banned
1815,open,2,1849,116,1,63,0,Math,not banned
987,open,19,1000,2,8,2,0,Medicine,not banned
3525,open,61,3204,176,26,311,0,Discussion,not banned
1392,open,13,2445,2,6,277,0,Speculation,banned
644,open,2,526,1,2,0,0,Math,not banned
1682,open,7,427,3,2,21,0,Science,not banned
3312,open,5,426,3,4,0,0,Science,not banned
3754,open,5,3854,1650,4,0,0,Science,not banned
3335,open,9,530,8,5,186,0,Science,not banned
692,open,16,884,17,10,55,0,Science,not banned
3171,open,13,665,9,10,922,0,Science,not banned
2145,open,2,442,0,3,1,1,Misc,not banned
1000,open,3,306,0,2,0,0,Discussion,not banned
3394,closed,3,664,0,3,173,0,Misc,not banned
3282,open,4,442,1,3,522,0,Science,not banned
3567,open,24,802,2,9,238,0,Discussion,not banned
636,open,8,963,119,7,0,0,Science,not banned
910,open,5,512,31,5,1149,0,Discussion,banned
2002,open,26,2124,32,15,152,0,Science,not banned
417,open,56,1668,46,6,1555,1,Discussion,not banned
422,open,6,449,2,4,17,0,Science,not banned
175,open,24,767,80,9,2995,0,Discussion,not banned
1866,open,11,3889,2,5,1460,0,Science,not banned
746,open,3,669,0,3,0,0,Misc,not banned
881,open,26,1214,15,8,2903,0,Science,not banned
3988,open,13,1076,2,3,134,0,Science,not banned
3552,open,7,646,1,5,519,0,Science,not banned
1429,open,3,1466,26,3,46,0,Math,not banned
1416,open,4,1883,47,5,0,1,Homework,not banned
3592,open,3,697,0,2,162,0,Medicine,not banned
2093,open,31,1828,27,14,1,0,Speculation,not banned
1427,open,12,989,2,4,86,0,Science,not banned
2791,open,8,658,14,4,47,0,Science,not banned
2799,open,3,323,0,2,0,0,Homework,not banned
794,open,11,489,5,3,0,0,Science,not banned
1225,open,20,1630,2,7,25,0,Discussion,banned
2534,open,8,291,1,5,1210,0,Discussion,not banned
1141,open,2,719,0,2,298,0,Misc,not banned
1654,open,6,362,2,6,261,0,Discussion,not banned
3497,open,3,692,0,3,216,0,Science,not banned
2349,closed,8,939,0,7,3,2,Discussion,not banned
1067,open,9,781,1,4,0,1,Science,not banned
933,open,4,405,1,3,0,0,Discussion,not banned
2477,open,7,965,105,5,295,0,Math,not banned
1969,open,2,542,33,2,0,0,Science,not banned
3842,open,6,468,0,3,91,0,Discussion,not banned
1093,open,57,7165,5,15,7,0,Math,not banned
3723,open,14,989,15,9,598,0,Discussion,not banned
1091,open,7,546,19,3,2910,0,Discussion,not banned
3925,closed,5,1182,1,2,61,0,Misc,not banned
3418,open,70,1378,7,19,399,0,Misc,not banned
706,open,2,665,13,2,0,0,Science,not banned
2553,open,3,1836,0,2,80,0,Math,not banned
1107,open,13,822,16,10,130,1,Math,not banned
3417,open,2,432,0,2,119,0,Science,not banned
3536,open,8,595,2,5,268,0,Misc,not banned
4408,open,3,664,5,3,142,0,Discussion,not banned
2414,open,52,3176,273,10,808,0,Speculation,banned
3153,open,12,1236,14,9,259,0,Medicine,not banned
3869,open,10,1991,2,7,671,0,Science,not banned
640,open,6,650,374,3,0,0,Science,not banned
3290,open,10,698,71,3,571,0,Discussion,not banned
2508,open,3,455,1,3,211,0,Science,not banned
3496,closed,5,488,0,4,104,0,Discussion,not banned
2289,open,100,5398,371,12,1255,0,Discussion,not banned
2334,open,15,1779,1367,2,469,0,Science,not banned
2172,open,5,559,2,4,140,0,Math,not banned
1474,open,15,1141,2,5,0,0,Science,not banned
907,open,3,288,1,2,3106,0,Discussion,not banned
630,open,4,355,4,4,834,0,Science,not banned
2120,open,4,531,0,3,14,0,Science,not banned
3228,open,34,2076,37,16,5,0,Speculation,not banned
887,open,7,698,6,5,1484,0,Science,not banned
2449,open,7,3162,1,4,246,0,Science,not banned
1122,open,18,1896,16,5,982,0,Science,not banned
381,open,4,365,1,2,85,0,Math,not banned
3700,open,6,46,0,3,50,0,Misc,not banned
1187,open,2,703,0,1,0,0,Math,not banned
3110,open,2,482,0,2,0,0,Science,not banned
3103,open,21,1470,151,13,39,0,Speculation,not banned
823,open,10,733,2,5,12,0,Math,not banned
138,open,7,249,1,4,0,0,Speculation,not banned
364,open,12,360,14,7,170,0,Science,not banned
3324,open,74,3253,41,12,220,1,Discussion,not banned
1474,open,4,326,1,4,0,0,Discussion,not banned
613,open,8,438,373,4,39,0,Speculation,banned
3216,open,5,798,0,5,15,0,Science,not banned
3773,open,10,895,123,7,2,0,Science,not banned
753,open,71,3645,25,5,7,0,Medicine,not banned
2153,open,8,555,2,3,1708,0,Science,not banned
3392,open,4,634,6,3,91,0,Science,not banned
2383,open,7,440,6,5,1041,0,Speculation,not banned
1442,open,7,635,2,5,16,0,Discussion,not banned
627,open,5,619,108,3,0,0,Speculation,not banned
2438,open,131,7365,175,29,7,0,Science,not banned
423,open,3,323,0,3,16,0,Science,not banned
1051,open,15,781,12,6,16,0,Science,banned
2407,open,2,1134,13,4,0,2,Misc,not banned
3302,open,2,378,1,2,258,0,Science,not banned
1549,open,5,5207,0,4,0,0,Science,not banned
1745,open,5,993,15,4,359,0,Science,not banned
899,open,5,4986,71,5,0,0,Medicine,not banned
922,open,14,1139,54,8,2,1,Science,not banned
702,open,16,806,24,8,1676,0,Science,banned
2374,open,2,761,4,1,1307,0,Misc,not banned
1892,open,5,334,0,3,1440,0,Discussion,not banned
1534,open,38,2146,5,9,193,0,Discussion,not banned
576,open,12,509,9,4,1,0,Medicine,not banned
2281,open,2,701,1,2,129,0,Medicine,not banned
3472,open,12,653,1,5,179,0,Science,not banned
862,open,11,427,12,4,641,1,Speculation,banned
521,open,5,451,9,5,33,0,Science,banned
1626,open,3,353,1,3,80,0,Speculation,not banned
3859,open,8,717,3,6,2,0,Science,not banned
2870,open,6,750,4,4,835,0,Science,not banned
2776,open,4,467,2,4,897,0,Science,not banned
1164,open,2,421,0,2,12,0,Science,not banned
4536,open,125,5158,720,40,13,0,Discussion,not banned
934,open,27,1914,5,8,0,0,Science,not banned
101,open,42,646,8,7,486,0,Discussion,not banned
2046,open,11,7311,29,9,0,1,Science,not banned
467,open,3,261,0,3,0,0,Homework,not banned
2315,open,6,1001,13,5,1446,0,Science,not banned
1740,open,4,877,481,3,60,0,Science,not banned
3357,open,13,771,6,9,86,1,Science,not banned
2642,closed,3,700,0,3,73,0,Medicine,not banned
1161,open,12,1067,4,2,46,0,Science,not banned
892,open,5,757,36,5,481,0,Medicine,not banned
2217,open,4,592,0,3,262,0,Homework,not banned
2781,open,6,341,1,6,763,0,Discussion,not banned
1453,open,31,2638,248,11,253,0,Science,not banned
75,open,7,382,32,5,2,0,Science,not banned
4344,open,4,528,1,3,191,0,Discussion,not banned
806,open,18,3194,256,9,0,0,Math,banned
3494,open,11,1533,1,8,176,0,Misc,not banned
2360,open,2,201,0,2,1184,0,Discussion,not banned
2773,open,2,371,0,2,0,0,Science,not banned
1614,open,7,618,1,4,16,0,Science,not banned
2228,open,3,5630,5,2,0,0,Science,not banned
2628,open,4,402,0,3,1142,0,Discussion,not banned
3594,open,8,609,2,6,151,2,Discussion,not banned
2259,open,76,4038,70,25,0,0,Speculation,not banned
2024,closed,2,25,0,2,0,0,Misc,not banned
2315,open,2,993,15,1,32,0,Science,not banned
701,open,8,341,6,4,6,0,Science,not banned
1214,open,84,5104,94,17,0,0,Speculation,not banned
64,open,8,168,2,3,0,0,Homework,not banned
98,open,3,168,1,2,341,0,Science,not banned
2472,open,2,253,0,2,0,0,Science,not banned
3348,open,3,479,2,2,406,0,Science,not banned
