LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
1634395010,"Grace Grocery, Inc.",BAYSIDE,NY,11361,JPMORGAN CHASE BANK NATL ASSOC,IL,445110,2006-01-27,2006,84,2,2,0,2,0,1,Y,N,NA,2006-12-31,54822,0,P I F,0,50000,25000
1016796000,MOVING DEPOT,LAGUNA NIGUEL,CA,92677,WELLS FARGO BANK NATL ASSOC,SD,484210,2006-02-10,2006,83,4,1,0,4,1,1,Y,N,NA,2006-02-28,138090,0,P I F,0,45000,22500
4993163003,BARTIG PRINTING CO INC,WAUSAU,WI,54401,BMO HARRIS BK NATL ASSOC,IL,NA,1992-08-28,1992,120,4,1,0,0,1,0,N,N,NA,1992-10-31,111299,0,P I F,0,111700,91594
7899974003,FORT GREENE WINES INC,BROOKLYN,NY,11217,FIRST NIAGARA BANK NATL ASSOC,NY,445310,2004-10-06,2005,84,7,1,2,7,1,1,Y,N,NA,2005-02-28,80000,0,P I F,0,50000,25000
9340373002,MERRY MAIDS OF STATE COLLEGE,STATE COLLEGE,PA,16801,FIRST NATL BK OF PENNSYLVANIA,PA,NA,1996-06-13,1996,84,6,2,0,0,1,0,N,Y,NA,1996-07-31,35000,0,P I F,0,35000,28000
4142394000,SUZANNE ROTHENBERG COMMUNICATI,NEW YORK,NY,10012,BANK OF AMERICA NATL ASSOC,RI,541820,2000-12-19,2001,59,3,1,3,3,1,1,Y,N,NA,2001-01-31,123171,0,P I F,0,100000,50000
3403705009,ARC Group Associates Inc,Hatboro,PA,19040,PENN LIBERTY BANK,PA,541219,2009-05-01,2009,84,160,1,0,160,0,1,N,N,NA,2009-08-31,433000,0,P I F,0,433000,389700
2791454006,AUTHORIZED DISTRIBUTOR MATCO T,MIDLOTHIAN,TX,76065,GE CAP. SMALL BUS. FINAN CORP,TX,NA,1999-02-18,1999,120,1,2,0,0,52000,0,0,Y,NA,1999-02-28,50000,0,P I F,0,50000,40000
1947235009,INTERNATIONAL BUSINESS ARCHIVE,EL PASO,TX,79912,CAPITAL ONE NATL ASSOC,VA,561990,2006-08-01,2006,84,7,1,1,7,0,1,N,N,NA,2006-09-30,50000,0,P I F,0,50000,25000
5435053005,"UNIV. ORTHOPEDICS CENTER, LTD.",STATE COLLEGE,PA,16801,SEDA-COG LOCAL DEVEL CORP,PA,NA,1993-01-07,1993,240,12,1,23,12,1,0,N,N,NA,1993-12-15,750000,0,P I F,0,750000,750000
2637696002,M AND CH TRUCKING INC,FAIRHOPE,AL,36532,COMPASS BANK,AL,484121,2007-01-23,2007,60,3,1,1,3,1,2,0,N,NA,2007-01-31,40700,0,P I F,0,40700,20350
5896783004,"JAMESTOWN BAKER BOY, INC.",JAMESTOWN,ND,58401,UNISON BANK,ND,NA,1993-08-30,1993,84,25,1,0,0,25000,0,N,N,NA,1993-10-31,79500,0,P I F,0,79500,66780
5868944003,MATCO TOOLS,HAMBURG,PA,14075,MANUFACTURERS & TRADERS TR CO,NY,441310,2002-11-15,2003,72,1,2,0,0,52000,1,0,Y,NA,2002-12-31,63500,0,P I F,0,63500,53975
3416546004,KINSEL NUTRITION LLC,LINCOLN,NE,68503,FIRST SAVINGS BANK,SD,446191,2008-09-05,2008,84,2,2,3,3,1,1,0,R,NA,2008-11-30,169600,0,P I F,0,169600,127200
4241573005,JIMBOY'S TACOS,ELK GROVE,CA,95624,WELLS FARGO BANK NATL ASSOC,SD,NA,1990-09-07,1990,120,6,1,0,0,1,0,N,N,NA,1990-10-31,100000,0,P I F,0,100000,90000
7469564009,TYMM'S SALON,FRONTENAC,MO,63131,HEARTLAND BANK,MO,812112,2004-05-26,2004,55,4,2,0,0,1,1,N,N,2007-06-08,2004-08-31,428383,0,CHGOFF,109244,428383,321287
3666714007,TOPPER'S PIZZA,EAU CLAIRE,WI,54701,WELLS FARGO BANK NATL ASSOC,WI,722110,2000-03-30,2000,84,20,1,20,20,1,1,0,N,NA,2001-08-31,103434,0,P I F,0,112000,84000
2380846003,BILL'S VALVES INC,HOUSTON,TX,77003,FIRST BANK,MO,811310,2006-09-01,2006,120,8,1,1,0,1,1,0,N,NA,2007-04-30,406000,0,P I F,0,406000,304500
1145775005,"STOW GRINDERS, INC. DBA BELLAC",STOW,OH,44224,CITIZENS BANK NATL ASSOC,RI,722211,2004-12-30,2005,84,20,1,0,20,9708,1,Y,N,NA,2006-05-31,140359,0,P I F,0,50000,25000
3253445007,Custom Auto Restyling of Orlan,Orlando,FL,32808,SUNTRUST BANK,GA,811121,2008-10-30,2009,7,6,2,13,6,0,1,Y,N,2013-02-20,2008-12-31,19000,0,CHGOFF,8719,10000,5000
1145805001,Yeung Ju Kim dba Wonae,BROOKLYN,NY,11230,BANK OF AMERICA NATL ASSOC,RI,722211,2005-01-03,2005,17,3,1,0,3,1,1,Y,N,2006-10-12,2005-01-31,50000,0,CHGOFF,47059,50000,25000
1361796001,"4-D TRADING POST, LLC",CARLSBAD,NM,88220,WESTERN COMMERCE BANK,NM,445120,2006-03-15,2006,84,11,2,0,0,1,1,N,N,NA,2006-03-31,303423,0,P I F,0,309000,231750
3514873003,"THE TELEPHONE EXCHANGE, INC.",BOISE,ID,83704,U.S. BANK NATIONAL ASSOCIATION,OH,421690,1989-08-28,1989,84,5,2,0,0,1,0,N,N,NA,1990-01-31,42000,0,P I F,0,42000,37800
8951664007,NORTHEAST SPORTSMANS WHOLESALE,NORTH YARMOUTH,ME,4097,NORTHEAST BANK,ME,423910,2005-06-27,2005,120,3,1,0,0,1,2,0,Y,NA,2005-07-31,150000,0,P I F,0,150000,127500
2986105002,"Synergy Steel, Inc.",Warren,MI,48089,COMERICA BANK,TX,332322,2008-03-05,2008,96,14,1,8,14,0,1,N,N,NA,2008-06-30,643700,0,P I F,0,662400,496800
2020574009,"HEIGHWAY COUNTERTOPS, INC",HOLMEN,WI,54636,PARK BANK,WI,NA,1998-04-29,1998,117,3,2,0,0,1,0,0,Y,NA,1998-07-31,54800,0,P I F,0,54800,43840
2312204005,JN Ward & Associates,SALT LAKE CITY,UT,84103,JPMORGAN CHASE BANK NATL ASSOC,IL,541330,1998-09-09,1998,300,15,1,5,0,1,0,0,N,NA,1998-11-30,315000,0,P I F,0,315000,236250
2980885001,"Mountain View Montessori, Inc",Broomfield,CO,80020,WELLS FARGO BANK NATL ASSOC,SD,624410,2008-03-03,2008,288,2,2,23,0,0,1,N,N,NA,2008-04-30,1999800,0,P I F,0,1999800,1499850
2600236000,BNR RESTAURANT GROUP LLC,KENT,OH,44240,GROWTH CAPITAL CORP.,OH,722110,2006-12-26,2007,240,14,2,0,14,1,1,0,N,NA,2007-11-14,106000,0,P I F,0,106000,106000
4022884000,FM MINI MARKET,LONG BEACH,NY,11561,"BUSINESS LOAN CENTER, LLC",SC,445110,2000-10-24,2001,264,4,1,0,4,1,1,0,N,NA,2000-11-30,290000,0,P I F,0,290000,217500
5322163007,H & D CATERING INC,IPSWICH,MA,1938,DANVERSBANK,MA,NA,1992-11-17,1993,84,35,1,0,0,1,0,N,N,NA,1993-01-31,50000,0,P I F,0,50000,40000
2894145006,Peters Enterprises LLC,LOS ANGELES,CA,90013,U.S. BANK NATIONAL ASSOCIATION,OH,523930,2008-01-07,2008,59,1,2,0,1,0,1,Y,N,2010-06-14,2008-02-29,76456,0,CHGOFF,39599,50000,25000
2936056009,REGAL FIBERGLASS,GREELEY,CO,80631,"COLORADO LENDING SOURCE, LTD.",CO,326199,2007-08-09,2007,240,7,1,2,0,1,1,0,N,NA,2007-11-14,79000,0,P I F,0,114000,114000
5371664007,"J.J. MOORE SALES, INC.",ERIE,PA,16509,"KEY DIRECT, A BRANCH OF",OH,421310,2002-05-01,2002,29,38,1,0,0,1,1,N,N,2014-01-14,2002-05-31,200000,0,CHGOFF,102523,200000,150000
4492454005,GLENDALE CONTRACTING CORPORATI,GLENDALE,AZ,85301,BMO HARRIS BK NATL ASSOC,IL,234110,2001-05-04,2001,35,25,1,4,25,1,1,T,N,NA,2001-05-31,165101,0,P I F,0,150000,75000
3066594004,ROSSI LIQUOR & DELI,MOUNTAIN VIEW,CA,94043,WELLS FARGO BANK NATL ASSOC,SD,445310,1999-07-15,1999,72,3,1,1,4,1,1,0,N,2006-06-01,1999-08-31,300000,0,CHGOFF,49947,300000,225000
1857273003,DESCANO GUEST HOME,LOS ANGELES,CA,91436,COMMERCIAL FINANCIAL SERVICES,OK,NA,1984-04-02,1984,26,3,1,0,0,0,0,N,N,1997-01-09,1984-06-28,350000,0,CHGOFF,113932,350000,305900
2172374007,JARVIS INDUSTRIES INC,SPRING,TX,77379,WELLS FARGO BANK NATL ASSOC,TX,NA,1998-07-01,1998,84,9,1,0,0,1,0,0,N,NA,1998-07-31,20000,0,P I F,0,20000,16000
3427853010,"FUESTON WOOD PRODUCTS, INC.",EDENTON,NC,27932,"PNC BANK, NATIONAL ASSOCIATION",NC,NA,1989-04-21,1989,96,12,1,0,0,0,0,N,N,NA,1989-07-31,100000,0,P I F,0,100000,90000
1594535009,"Kaptain Trip Pilot Services, L",LULING,LA,70070,JPMORGAN CHASE BANK NATL ASSOC,IL,233210,2005-12-26,2006,84,2,2,2,2,0,1,Y,N,NA,2006-02-28,29864,0,P I F,0,25000,12500
5845724004,"1865 CAFE, INC.",MCGRATH,MN,56350,WOODLANDS NATIONAL BANK,MN,722110,2002-11-12,2003,205,8,1,0,0,1,2,N,N,2007-08-22,2002-12-31,137000,0,CHGOFF,19499,137000,116450
3174755008,"Garfield Groceries, LLC",Garfield,AR,72732,ARVEST BANK,AR,445110,2008-07-31,2008,30,2,2,3,3,0,2,N,N,2010-03-23,2008-08-31,20000,0,CHGOFF,10257,20000,10000
4813843010,"IRA'S GOLF CART SALES, INC.",BOSSIER CITY,LA,71111,JPMORGAN CHASE BANK NATL ASSOC,IL,451110,1992-04-22,1992,48,14,1,0,0,1,0,N,N,NA,1992-07-31,900000,0,P I F,0,900000,747000
8003643005,CRAFT MASTER,HOBBS,NM,88240,WESTERN COMMERCE BANK,NM,811121,1995-01-23,1995,48,2,1,0,0,1,0,N,Y,NA,1995-04-30,10000,0,P I F,0,10000,9000
8978454003,Fun 4 Us LLC,GLEN GARDNER,NJ,8826,UNITY BANK,NJ,624410,2005-07-12,2005,11,2,2,0,2,1,1,Y,N,2011-10-06,2005-08-31,71891,0,CHGOFF,14559,30000,15000
8467093004,MALINDA HILL,REDMOND,WA,98138,U.S. BANK NATIONAL ASSOCIATION,OH,NA,1995-06-28,1995,60,1,2,0,0,1,0,N,Y,NA,1995-07-31,15000,0,P I F,0,15000,13500
1068735010,Diff Enterprises LLC,NEW HAVEN,CT,6515,BANK OF AMERICA NATL ASSOC,RI,541512,2004-09-24,2004,36,1,1,0,0,1,1,Y,N,NA,2004-10-31,9500,0,P I F,0,9500,4750
1877434007,CHIRO ONE OF ELKTON INC,ELKTON,MD,21921,WELLS FARGO BANK NATL ASSOC,SD,621310,1998-03-02,1998,96,1,2,0,0,1,0,0,N,NA,1998-03-31,100000,0,P I F,0,100000,80000
2036524010,"ALADDIN ELECTRIC COMPANY, INC.",JOHNSTON,RI,2919,CITIZENS BANK NATL ASSOC,RI,235310,1998-05-06,1998,12,15,1,0,0,1,0,T,N,NA,2000-02-29,100000,0,P I F,0,100000,50000
4315485009,CRESCENT DRUGS INC,CULVER CITY,CA,90232,BANK OF AMERICA NATL ASSOC,NC,446110,2010-10-15,2011,96,7,1,3,7,0,1,N,N,NA,2011-04-01,750000,0,P I F,0,750000,675000
2761884005,"JIM L BRYAN, DMD, LTD",LAS VEGAS,NV,89104,NEVADA STATE BANK,NV,621210,1999-02-04,1999,120,6,1,0,0,1,0,N,N,NA,1999-03-31,291000,0,P I F,0,291000,218250
4768343002,LAKE MARTIN GROCERY & SPORTING,DADEVILLE,AL,36853,"PNC BANK, NATIONAL ASSOCIATION",AL,NA,1992-03-25,1992,120,2,1,0,0,1,0,N,N,NA,1992-04-30,220000,0,P I F,0,220000,187000
9519143003,"T.G.I.M. INVESTMENTS, LLC",FARGO,ND,58103,DAKOTA CERT. DEVEL CO,ND,NA,1996-09-06,1996,240,14,1,20,0,1,0,N,N,NA,1996-12-11,259000,0,P I F,0,259000,259000
1635624002,BARNETT MACHINE TOOL CORP.,HARRISON,NJ,7029,"PNC BANK, NATIONAL ASSOCIATION",PA,333512,1997-10-23,1998,48,14,2,0,0,1,0,Y,N,NA,2002-10-31,50000,0,P I F,0,50000,25000
8334513006,FRED GRIFFIN,TRENTON,MO,64683,FARMERS BK OF NORTHERN MISSOUR,MO,NA,1995-05-12,1995,60,1,1,0,0,1,0,N,Y,NA,1995-07-31,30000,0,P I F,0,30000,27000
5975493009,"FRANKLIN TRUCKING & TERM., INC",BUFFALO,NY,14204,MANUFACTURERS & TRADERS TR CO,NY,NA,1993-09-29,1993,144,40,1,0,0,1,0,N,N,NA,1995-01-31,600000,0,P I F,0,600000,450000
4073173003,FALLS TIRE & AUTO CARE,MENOMONEE FALLS,WI,53051,BMO HARRIS BK NATL ASSOC,IL,811111,1990-05-02,1990,120,10,1,0,0,1,0,N,N,NA,1990-10-31,114600,0,P I F,0,114600,103140
6878624010,BE IT UNTO YOU,STOCKTON,CA,95209,BBCN BANK,CA,448140,2003-11-04,2004,84,1,1,1,1,1,0,0,N,NA,2003-11-30,10000,0,P I F,0,10000,8500
4017904010,STONE ARTWORX,GLENDALE,AZ,85306,"READYCAP LENDING, LLC",CA,327112,2000-10-20,2001,92,30,1,0,30,1,1,0,N,2003-09-10,2000-10-31,490000,0,CHGOFF,410551,490000,367500
7021064003,MEGA ENGINEERING INC,HACKENSACK,NJ,7601,"PNC BANK, NATIONAL ASSOCIATION",DE,541370,2003-12-11,2004,58,15,1,4,3,1,1,Y,N,NA,2004-03-31,35000,0,P I F,0,50000,25000
2049805006,Kelly Osazuwa dba Beauty Illus,HERRIMAN,UT,84096,MOUNTAIN AMERICA FCU,UT,812112,2006-09-29,2006,84,2,2,0,2,0,1,T,N,NA,2006-10-31,37375,0,P I F,0,25000,12500
2087895001,KEVIN CARPENTER,SAINT CLOUD,MN,56303,STEARNS BK NATL ASSOC,MN,541110,2006-10-25,2007,48,1,1,0,1,0,2,Y,N,NA,2006-11-30,52165,0,P I F,0,30000,15000
6436903007,"WW, INC. D/B/A THE MEDICINE",JAMESTOWN,ND,58401,U.S. BANK NATIONAL ASSOCIATION,OH,446110,1994-03-25,1994,84,11,1,0,0,1,0,N,N,NA,1994-04-30,155800,0,P I F,0,155800,124640
1001264010,STANDARD PRINTING & LITHOGRAPH,HOUSTON,TX,77055,WELLS FARGO BANK NATL ASSOC,TX,NA,1997-02-28,1997,180,6,1,0,0,1,0,0,N,NA,1997-05-31,157500,0,P I F,0,157500,118125
2650555004,FCI Group Inc,JAMAICA,NY,11435,BBCN BANK,CA,236220,2007-08-21,2007,41,5,1,2,7,0,1,N,N,2011-05-06,2007-08-31,20000,0,CHGOFF,19457,20000,17000
1330414008,"RASY, INC.",ROCKFORD,IL,61103,BMO HARRIS BK NATL ASSOC,IL,NA,1997-06-09,1997,60,2,2,0,0,1,0,N,Y,NA,1997-08-31,80000,0,P I F,0,80000,64000
3390145007,Little Italy,San diego,CA,92126,ONEWEST BANK NATL ASSOC,CA,722110,2009-04-22,2009,120,2,1,1,3,0,1,N,N,NA,2009-06-30,175000,0,P I F,0,175000,157500
5592144008,KB CONSULTING LLC,AUGUSTA,GA,30909,BANK OF AMERICA NATL ASSOC,NC,541690,2002-08-06,2002,84,1,2,0,1,1,1,Y,N,NA,2002-10-31,20000,0,P I F,0,20000,10000
3958764002,GARRY GAGE PLUMBING,COLTON,CA,92324,BANK OF AMERICA NATL ASSOC,NC,235110,2000-09-20,2000,84,5,1,3,5,1,1,Y,N,NA,2000-09-30,5000,0,P I F,0,5000,2500
4050763000,JERRY STEPHENS AND STEELWRIGHT,KELLER,TX,76148,LIBERTY BANK,TX,336211,1990-04-19,1990,240,25,1,0,0,1,0,N,N,NA,1990-07-31,700000,0,P I F,0,700000,525000
2558905010,THE STARLIGHT LOUNGE,ELLENSBURG,WA,98926,CAPITAL ONE NATL ASSOC,VA,722110,2007-07-09,2007,69,40,1,0,40,0,1,N,N,2010-07-02,2007-08-31,50000,0,CHGOFF,46389,50000,25000
3814644002,VAGABOND INN,VENTURA (CORPORATE NAME SAN BU,CA,93001,COMERICA BANK,TX,721110,2000-06-28,2000,300,20,1,0,20,1,1,0,N,NA,2000-07-31,1000000,0,P I F,0,1000000,750000
3073254005,CAPTAIN KEN'S ON THE WATER,SURFSIDE BEACH,TX,77541,COMPASS BANK,AL,422460,1999-07-19,1999,150,25,2,25,0,1,1,0,N,NA,1999-08-31,303000,0,P I F,0,303000,227250
8780963001,HENAGAR TIRE CENTER,HENAGAR,AL,35978,HORIZON BANK,AL,NA,1995-11-07,1996,180,7,1,0,0,1,0,N,N,NA,1996-04-30,308000,0,P I F,0,308000,231000
3109254008,DYNAMIC HEALTH PRODUCTS INC 1,LARGO,FL,33777,GE CAP. SMALL BUS. FINAN CORP,TX,325412,1999-08-06,1999,300,95,1,95,95,1,1,0,N,NA,1999-09-30,880000,0,P I F,0,880000,475200
4171883008,BELLMASTER CORPORATION,FULTON,MO,65251,THE CALLAWAY BANK,MO,NA,1990-07-12,1990,6,34,1,0,0,1,0,N,N,1991-12-23,1990-10-31,16800,0,CHGOFF,16800,16800,14280
6298145008,"Conin Contractor Services, Inc",Belvidere,IL,61008,ALPINE BANK & TRUST CO.,IL,561730,2013-07-11,2013,9,2,2,2,2,0,1,Y,N,NA,2013-09-01,105000,0,P I F,0,80000,40000
2089655003,Yen Ching,DAVENPORT,IA,52806,NORTHWEST BANK & TRUST COMPANY,IA,722110,2006-10-25,2007,29,7,1,3,4,0,1,N,N,2013-01-15,2006-10-31,30000,0,CHGOFF,8901,30000,15000
2976656006,PINEDO'S PROPERTIES LLC,MINNEAPOLIS,MN,55407,TWIN CITIES-METRO CERT. DEVEL,MN,445110,2007-09-10,2007,240,5,1,4,0,1,1,0,N,NA,2008-05-14,187000,0,P I F,0,187000,187000
4094794007,EVERGREEN GARDENS OF LA JUNTA,LA JUNTA,CO,81050,EMPRISE BANK,KS,623110,2000-11-30,2001,240,97,1,0,0,1,2,N,N,NA,2000-12-31,822000,0,P I F,0,822000,616500
8850723006,SIR SPEEDY,MONTEREY,CA,93940,MUFG UNION BANK NATL ASSOC,CA,NA,1995-12-01,1996,84,4,2,0,0,1,0,N,Y,NA,1996-01-31,100000,0,P I F,0,100000,80000
4651054001,BENS ENGINE MACHINE,BLANDING,UT,84511,ZIONS FIRST NATIONAL BANK,UT,811111,2001-07-10,2001,167,3,2,7,3,1,1,0,N,NA,2001-09-30,122000,0,P I F,0,122000,103700
4358025000,Tegrastaff Inc,WALNUT CREEK,CA,94597,U.S. BANK NATIONAL ASSOCIATION,OH,561311,2010-11-09,2011,84,15,2,3,18,0,1,Y,N,NA,2011-03-01,10000,0,P I F,0,10000,5000
6439614005,RENEWABLE ENERGY CONCEPTS INC,LOS OSOS,CA,93402,COAST NATIONAL BANK,CA,235990,2003-06-25,2003,12,9,1,0,0,1,2,N,N,NA,2003-09-30,286800,0,P I F,0,286800,215100
3134404007,DANCER'S GALLERY INC,WOODBRIDGE,CT,6525,CITIZENS BANK NATL ASSOC,RI,611610,1999-08-20,1999,73,4,1,5,4,1,1,Y,N,NA,2000-07-31,61005,0,P I F,0,30000,15000
5093573007,LEWIS CORPORATION,OXFORD,CT,6483,WELLS FARGO BANK NATL ASSOC,SD,NA,1992-09-30,1992,84,60,1,0,0,1,0,N,N,NA,1993-04-30,850000,0,P I F,0,850000,680000
1990515005,"MANDEM, LLC",COLUMBUS,OH,43240,THE HUNTINGTON NATIONAL BANK,OH,722211,2006-08-28,2006,87,1,2,10,0,0,1,N,N,NA,2006-09-30,108000,0,P I F,0,108000,91800
5362363002,"FLORIDA EXPRESS OIL CO., INC.",TAMPA,FL,33602,OLD FLORIDA BANK,FL,NA,1992-12-02,1993,270,4,2,0,0,1,0,N,N,NA,1993-01-31,338600,0,P I F,0,338600,287810
6291174007,SPROW LANDSCAPING & CONSTRUCTI,GLENSHAW,PA,15116,CITIZENS BANK NATL ASSOC,RI,561730,2003-05-02,2003,84,3,1,5,3,1,1,Y,N,NA,2003-06-30,102380,0,P I F,0,25000,12500
6881744001,CHRISTOPHER J ROGERS MD INC,OCEANSIDE,CA,92056,CALIFORNIA BANK & TRUST,CA,621111,2003-11-04,2004,84,1,1,0,1,1,1,Y,N,NA,2003-11-30,50000,0,P I F,0,50000,25000
2694365008,"Earthcore Excavating, LLC",American Fork,UT,84003,AMERICANWEST BANK,WA,238910,2007-09-12,2007,15,10,2,8,0,0,1,N,N,NA,2008-08-31,350000,0,P I F,0,350000,175000
5880074005,S & J SECURITY AND INVESTIGATI,LOS ANGELES,CA,90015,WELLS FARGO BANK NATL ASSOC,CA,561612,2002-11-19,2003,60,160,1,15,15,1,1,0,N,NA,2002-12-31,145000,0,P I F,0,145000,72500
3372545005,RSA Soil Products Inc,Riverside,CA,92509,MISSION VALLEY BANK,CA,424990,2009-04-09,2009,60,20,1,0,20,0,1,N,N,NA,2009-04-30,175000,0,P I F,0,175000,157500
8735273007,OMNI DESIGN GROUP,SAN LUIS OBISPO,CA,93401,MUFG UNION BANK NATL ASSOC,CA,541310,1995-10-24,1996,84,9,1,0,0,1,0,N,Y,NA,1996-01-31,40000,0,P I F,0,40000,32000
2193585006,RUFINO DIAZ DBA DIAZ PLASTERIN,HOUSTON,TX,77091,JPMORGAN CHASE BANK NATL ASSOC,IL,236118,2006-12-26,2007,7,5,1,0,0,0,1,Y,N,2014-07-15,2006-12-31,157428,0,CHGOFF,26692,70000,35000
5804733004,CASTRO VIDEO,SAN FRANCISCO,CA,94114,WESTAMERICA BANK,CA,532230,1993-07-26,1993,300,5,1,0,0,1,0,N,N,NA,1993-10-31,807500,0,P I F,0,807500,646000
3436074010,CENTRAL CAL TRANSPORTATION STO,FRESNO,CA,93776,UNITED SECURITY BANK,CA,488510,1999-12-03,2000,17,1,1,0,0,1,0,Y,N,NA,2000-01-31,174203,0,P I F,0,110000,82500
9355753001,DOUBLE K'S DRIVE IN,MARTIN,SD,57551,SECURITY FIRST BANK,SD,NA,1996-06-20,1996,240,6,1,0,0,1,0,N,Y,NA,1997-01-31,65000,0,P I F,0,65000,52000
2049124007,"U.S. MIRACLE, INC.",CITY OF INDUSTRY,CA,91748,EAST WEST BANK,CA,334220,1998-05-11,1998,12,3,1,0,0,1,0,N,N,NA,2000-08-31,1000000,0,P I F,0,1000000,750000
1390226004,BURKAM & ASSOCIATES LLC,POWELL,OH,43065,TALMER BANK AND TRUST,MI,621340,2006-03-17,2006,84,2,2,3,2,1,2,Y,N,NA,2006-04-30,385119,0,P I F,0,150000,75000
1603444002,HORIZONS EDUCATION LLC,SAN ANTONIO,TX,78230,COMERICA BANK,TX,624310,1997-10-07,1998,84,51,2,0,0,58685,0,0,N,NA,1997-11-30,115800,0,P I F,0,115800,86850
5743343000,TJ'S TRATTORIA,MORRISVILLE,PA,19067,"BUSINESS LOAN CENTER, LLC",SC,NA,1993-07-07,1993,120,26,1,0,0,1,0,N,N,NA,1993-10-31,165000,0,P I F,0,165000,136125
3835655000,"CS Shin Enterprise, Inc",MACON,GA,31201,FIRST INTERCONTINENTAL BANK,GA,722211,2009-12-30,2010,300,1,2,6,1,0,1,N,N,NA,2009-12-30,330000,0,P I F,0,330000,297000
8703163004,LT INDUSTRIAL TRUCK SERVICE,GLEN BURNIE,MD,21060,MANUFACTURERS & TRADERS TR CO,MD,235950,1995-10-13,1996,60,1,2,0,0,1,0,N,Y,NA,1996-01-31,25000,0,P I F,0,25000,20000
6755044002,QUAD CITY DRUM RECYCLING CO IN,DAVENPORT,IA,52802,BUFFALO SAVINGS BANK,IA,811310,2003-10-02,2004,84,19,1,0,0,1,1,N,N,NA,2003-11-30,90000,0,P I F,0,90000,76500
7265814010,ST I SALON,NORTH RICHLAND HILLS,TX,76180,BANK OF AMERICA NATL ASSOC,NC,812112,2004-03-15,2004,84,1,1,0,1,1,1,Y,N,NA,2007-03-31,10000,0,P I F,0,10000,5000
2950245007,"Precise Communications, Inc.",GARDENA,CA,90247,BANK OF AMERICA NATL ASSOC,NC,561990,2008-02-12,2008,60,1,1,0,1,0,1,N,N,NA,2008-02-29,30000,0,P I F,0,30000,15000
5214464002,OKOBOJI AVENUE INN,MILFORD,IA,51351,UNITED COMMUNITY BANK,IA,721110,2002-02-13,2002,240,1,1,0,0,1,2,N,N,NA,2002-04-30,300000,0,P I F,0,300000,225000
1109515000,"LEDENT FABRIQUE,  INC.",EUGENE,OR,97405,CAPITAL ONE NATL ASSOC,VA,339116,2004-11-19,2005,84,3,1,0,0,1,1,N,N,NA,2004-12-31,35000,0,P I F,0,35000,17500
6540974002,ELTON'S,LAS VEGAS,NV,89109,CELTIC BANK CORPORATION,UT,448110,2003-07-30,2003,125,12,1,6,0,1,1,0,N,NA,2003-08-31,431600,0,P I F,0,431600,323700
2618306006,AKW  HOLDINGS INC,ABERDEEN,SD,57401,FIRST DISTRICT DEVEL CO,SD,811192,2007-01-09,2007,240,15,1,5,0,1,2,0,N,NA,2007-03-14,249000,0,P I F,0,249000,249000
7681244004,DP TIRE & CAR CARE INC,BIG RAPIDS,MI,49307,CAPITAL ONE NATL ASSOC,VA,811111,2004-08-10,2004,84,6,1,0,0,1,2,0,Y,NA,2004-10-31,125000,0,P I F,0,125000,106250
9067884007,TACO DEL MAR,BOULDER,CO,80301,"READYCAP LENDING, LLC",CA,722211,2005-08-26,2005,113,10,2,10,0,80025,2,0,N,2008-04-29,2006-05-31,194400,0,CHGOFF,164695,194400,145800
7772243003,CRISTIN C WILSON DDS,OMAHA,NE,68154,WELLS FARGO BANK NATL ASSOC,NE,621210,1994-11-08,1995,84,3,1,0,0,1,0,N,Y,NA,1995-01-31,58500,0,P I F,0,58500,52650
5130944007,SHINE IN NO TIME,VANCOUVER,WA,98683,UMPQUA BANK,OR,811192,2001-12-28,2002,120,2,1,8,10,1,1,0,N,NA,2002-01-31,290000,0,P I F,0,290000,217500
5092783009,PEDIATRICS ASSOC. INC,SAN LUIS OBISPO,CA,93401,MUFG UNION BANK NATL ASSOC,CA,NA,1992-09-30,1992,300,24,1,0,0,1,0,N,N,NA,1993-01-31,756000,0,P I F,0,756000,604800
4725924006,ALTRACOLOR,MUSCLE SHOALS,AL,35661,SUNTRUST BANK,GA,811121,2001-07-26,2001,36,2,1,0,0,3557,2,0,Y,NA,2002-09-30,58800,0,P I F,0,58800,49980
5372504007,RUGWORKS LLC,DURHAM,NC,27703,"WACHOVIA SBA LENDING, INC.",CA,442210,2002-05-01,2002,309,10,1,0,10,1,1,0,N,NA,2002-06-30,1138000,0,P I F,0,1159000,869250
8834664008,KATIE M STOREY DMD PS,RICHLAND,WA,99352,"READYCAP LENDING, LLC",CA,621210,2005-05-03,2005,17,6,1,0,6,1,1,0,N,2011-04-07,2005-05-31,108000,0,CHGOFF,39098,108000,91800
9053114009,MALDONADO TILE & MARBLE INC,FULLERTON,CA,92831,SOUTHLAND ECONOMIC DEVEL CORP,CA,235420,2005-08-19,2005,240,70,1,10,20,1,1,0,N,NA,2007-08-15,536000,0,P I F,0,536000,536000
1661455010,"CENTURY INTERIORS, INC.",PITTSBURGH,PA,15237,CITIZENS BANK NATL ASSOC,RI,541410,2006-02-14,2006,84,1,1,0,1,0,1,N,N,NA,2007-04-30,1038,0,NA,0,40000,20000
